sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	231815	233366						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	234258	236629						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	980252	981803						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	982695	985066						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	3757753	3760124						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	3761111	3762662						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	4391113	4393484						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	4394376	4395927						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	4628155	4630526						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	4631513	4633064						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	4719592	4721963						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	4722950	4724501						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01400	CP016586.1	23s-rRNA	23S	3027	658	3027	4826137	4828508						
assembly	chromosome			1 length=4883304 depth=1.00x circular=true	4883304	0.5372471179349063	7d6a5276edb3c3b6560eb9c9f309984c	01399	CP016586.1	16s-rRNA	16S	1554	1	1554	4829400	4830951						
assembly	plasmid	AA825		2 length=134760 depth=1.76x circular=true	134760	0.5235307212822796	3f6ca1eb65d82d971953c7d3b748858e	01373	MF156713	ISSba14	Tn3	2238	1	2238	45448	47685	2239	plus	100.0	94.417	0.0	3441
assembly	plasmid	AA825		2 length=134760 depth=1.76x circular=true	134760	0.5235307212822796	3f6ca1eb65d82d971953c7d3b748858e	01379	CP022426	ISPa38	Tn3	3400	22	2408	56487	58873	2387	plus	70.0	99.874	0.0	4392
assembly	plasmid	AA825		2 length=134760 depth=1.76x circular=true	134760	0.5235307212822796	3f6ca1eb65d82d971953c7d3b748858e	00832	KY270853	ISKpn28	IS481	1105	1	1096	113618	114713	1096	plus	99.0	99.90899999999999	0.0	2019
assembly	plasmid	AA552	AI757	3 length=64181 depth=3.33x circular=true	64181	0.517692151882956	48c0bf4c84619bfa04663df91e6f8974	00163	KJ125070	ISEcp1	IS1380	2656	1657	2656	36589	37588	1002	minus	38.0	91.31700000000001	0.0	1365
assembly	plasmid	AA552	AI757	3 length=64181 depth=3.33x circular=true	64181	0.517692151882956	48c0bf4c84619bfa04663df91e6f8974	00163	KJ125070	ISEcp1	IS1380	2656	1	1663	37665	39326	1663	minus	63.0	99.94	0.0	3064
assembly	plasmid	AA919		4 length=61540 depth=4.80x circular=true	61540	0.6239681507962301	589733bbcc11e1651777365114e5cc72	01029	KU997026	IS6100	IS6	5466	474	3757	49368	52655	3289	plus	60.0	99.514	0.0	5980
