sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00255	KY883660	ISSpu5	IS21	2481	1	2481	1843	4323	2482	minus	100.0	99.919	0.0	4571
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00910	CP023316	ISPpu18	IS5	1192	8	1192	19466	20650	1188	minus	99.0	85.60600000000001	0.0	1242
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00728	CP016634	ISRme10	IS30	1113	1	1113	47520	48632	1114	minus	100.0	91.023	0.0	1502
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00910	CP023316	ISPpu18	IS5	1192	8	1192	73765	74949	1188	plus	99.0	85.60600000000001	0.0	1242
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00623	CP016634	ISAisp2	IS3	1232	1	1232	93729	94959	1234	minus	100.0	82.65799999999999	0.0	1088
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00323	AB088753	ISPst3	IS21	2606	1	2606	100221	102825	2606	minus	100.0	98.196	0.0	4551
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00910	CP023316	ISPpu18	IS5	1192	8	1192	106073	107257	1188	plus	99.0	85.60600000000001	0.0	1242
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00728	CP016634	ISRme10	IS30	1113	1	1113	115759	116870	1114	plus	100.0	90.934	0.0	1495
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00910	CP023316	ISPpu18	IS5	1192	8	1192	120388	121572	1188	plus	99.0	85.60600000000001	0.0	1242
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	01395	KC543497	ISPa40	Tn3	14904	1	5090	143280	148369	5090	plus	34.0	99.98	0.0	9395
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	01029	KU997026	IS6100	IS6	5466	474	3753	151358	154636	3282	minus	60.0	99.665	0.0	5995
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00728	CP016634	ISRme10	IS30	1113	1	1113	154961	156073	1116	plus	100.0	90.50200000000001	0.0	1469
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00255	KY883660	ISSpu5	IS21	2481	1	2481	158925	161405	2482	minus	100.0	99.919	0.0	4571
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	01395	KC543497	ISPa40	Tn3	14904	9720	14904	164678	169871	5194	minus	35.0	99.82700000000001	0.0	9533
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00255	KY883660	ISSpu5	IS21	2481	1	2481	187223	189703	2482	plus	100.0	99.919	0.0	4571
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00255	KY883660	ISSpu5	IS21	2481	1	2481	252659	255139	2484	minus	100.0	94.324	0.0	3801
pputida_trycycler_vim_plasmid_ac907.fna	plasmid	AC907	AM269	pputida_vim_ac907	279019	0.5586644637103566	6410b4d9476bd67eba751823ea9ad86d	00728	CP016634	ISRme10	IS30	1113	1	1113	268547	269659	1116	plus	100.0	90.50200000000001	0.0	1469
